-0.114711694	-0.15766406	0.9719746	0.1619908	-0.15554827	0.9248945	0.24099828	0.64570755	0.47842693	-0.14833274	0.48515743	0.07810018	0.47354424	0.5656816	0.53489363	1.1703864
1.1492035	0.20521384	-0.17605606	-0.07373885	0.28490207	0.5588211	-0.26113185	0.5691767	0.07783931	-0.51575124	0.49890774	1.0887281	0.5675058	-0.2095653	0.27146685	0.7115018
-0.067382604	-0.051293794	0.56348854	0.49864835	0.28925693	-0.22166367	0.41415662	0.06282571	-0.137792	-0.45872536	-0.12393912	0.25005817	0.5160706	0.22654606	-0.30954742	-0.24385597
-0.08289766	0.14148887	0.2713738	-0.034032118	-0.035136495	0.2677065	-0.1289275	0.1889763	0.010013432	0.21663493	-0.16796264	-0.2802258	-0.11199533	0.14124282	0.17884673	0.25915334
-0.428163	-0.5037168	0.76031005	-0.14452232	0.37749642	-0.080816105	0.26135817	-0.28817075	0.65538484	0.1504074	-0.46062842	0.054712694	-0.31637385	-0.44686025	0.26839477	-0.3976236
-0.7155123	0.02767046	0.5363194	1.2878922	0.09736047	-0.8991129	0.9256521	-0.1951358	-0.79377115	-0.94704074	-0.28462362	-0.41072562	0.9683484	1.1886225	-1.3964516	-0.54643196
0.07234527	-0.17297745	-0.033603948	0.032509807	-0.033917293	-0.013660048	0.20166896	-0.08887486	0.1574846	-0.30229044	0.33237386	0.30450228	0.15880162	0.00272198	0.023795856	0.052707322
-1.2193801	-0.51510954	0.3529043	-0.0625127	-0.44699794	-0.11624687	0.38738534	-0.5769818	0.2596304	0.50541127	-0.14878811	-0.98684645	-0.47147158	0.6643357	-0.02325017	-0.16036956
-0.44208091	0.033038568	-0.03773802	0.12567751	-0.44043568	0.028757446	0.0049250377	-0.04841411	-0.124193855	0.13706331	0.2180805	-0.53296113	-0.004131733	0.56086004	-0.07369409	0.2215043
0.3003913	0.38565126	-1.3280267	0.27292398	-1.2673411	0.55406797	-0.49012843	0.31669757	-0.55078596	0.010079662	1.1627828	-0.42178	0.3029882	0.932173	-0.11325188	1.4664088
0.06902557	0.059448436	-0.2577572	0.18951213	-0.23453255	0.05270626	0.06936134	0.06405606	-0.10135087	-0.24583387	0.44915712	0.092344336	0.32140565	0.33977193	-0.11024249	0.39570355
-0.1585581	-0.4013498	-0.12249768	-0.1436413	-0.057560615	-0.041640017	0.2593928	-0.18745148	0.31736755	-0.16910537	0.309811	0.14622769	-0.059649628	-0.14546914	0.15918611	0.09218196
